营销名Marketing name,项目代码 、Project No.,机型名 Model,版本号Version NO.,适用范围/Region,链接、link
realme C61,24741,RMX3933,RMX3933export_14_A.37_2025010115294600.zip,NG,https://rms01.realme.net/sw/RMX3933export_14_A.37_2025010115294600.zip
realme C61,24665,RMX3933,RMX3933export_14_A.36_2024123121171800.zip,BR,https://rms01.realme.net/sw/RMX3933export_14_A.36_2024123121171800.zip
realme Note 60,24664/24665,RMX3933,RMX3933export_14_A.35_2024123121001600.zip,"AE,EG,KE,LY,MA,SA,TN,IL,DZ,IN,NP,CL,PE,MX,CO,RU,KZ,AZ,UA,BY,UZ,MY,MM,PH,VN,KH,PK,BD,ID,AR",https://rms01.realme.net/sw/RMX3933export_14_A.35_2024123121001600.zip
realme Note 60,24729,RMX3933YS,RMX3933export_14_A.33_2024121119090600.zip,"EG,LY,MA,IQ,DZ,TR,UZ",https://rms01.realme.net/sw/RMX3933export_14_A.33_2024121119090600.zip
realme C61,24664,RMX3933,RMX3933export_14_A.24_2024103016414900.zip,MX,https://rms01.realme.net/sw/RMX3933export_14_A.24_2024103016414900.zip
realme Note 60,24663,RMX3933,RMX3933export_14_A.21_2024092200181100.zip,"MX,AE,EG,KE,LY,MA,SA,TN,IL,DZ,NP,CL,PE,MX,BR,CO,RU,KZ,AZ,UA,BY,UZ,MY,MM,PH,TH,VN,KH,PK,BD,ID",https://rms01.realme.net/sw/RMX3933export_14_A.21_2024092200181100.zip
realme C61,24663,RMX3933,RMX3933export_14_A.20_2024091523023700.zip,"EG,LY,MA,TN,DZ,MY,VN,MM,PH,TH,KH",https://rms01.realme.net/sw/RMX3933export_14_A.20_2024091523023700.zip
realme Note 60,24663,RMX3939YS,RMX3933export_14_A.17_2024081219310100.zip,"AE,EG,KE,LY,MA,SA,TN,IL,DZ,IN,NP,CL,PE,MX,BR,CO,RU,KZ,AZ,UA,BY,UZ,MY,MM,PH,TH,VN,KH,PK,BD,ID",https://rms01.realme.net/sw/RMX3933export_14_A.17_2024081219310100.zip
realme C61,24663,RMX3933,RMX3933export_14_A.15_2024080701101000.zip,ID,https://rms01.realme.net/sw/RMX3933export_14_A.15_2024080701101000.zip
realme Note 60,24663,RMX3939YS,RMX3933export_14_A.13_2024071302225800.zip,"IN,NP,CO,MY,PH,TH,PK",https://rms01.realme.net/sw/RMX3933export_14_A.13_2024071302225800.zip
realme C61,24665,RMX3933,RMX3933export_14_A.10_2024061719182000.zip,"CO,MY,PH",https://rms01.realme.net/sw/RMX3933export_14_A.10_2024061719182000.zip
realme C61,24665,RMX3933,RMX3933export_14_A.08_2024052009200700.zip,NP,https://rms01.realme.net/sw/RMX3933export_14_A.08_2024052009200700.zip
realme C61,24665,RMX3933,RMX3933export_14_A.01_2024072521404000.zip,MX,https://rms01.realme.net/sw/RMX3933export_14_A.01_2024072521404000.zip
realme C61,24661,RMX3930,RMX3930GDPR_14_A.47_2025050920194000.zip,TR,https://rms01.realme.net/sw/RMX3930GDPR_14_A.47_2025050920194000.zip
realme C61,24661/24662,RMX3930,RMX3930export_14_A.50_2025051617230800.zip,"AE,EG,ET,KE,LY,MA,TN,YE,IQ,IL,DZ,CO,RU,KZ,AZ,UA,UZ,MY,MM,PH,VN,KH,PK,BD,ID,AR",https://rms01.realme.net/sw/RMX3930export_14_A.50_2025051617230800.zip
realme C61,24717/24730,RMX3930,RMX3930export_14_A.34_2024122004085200.zip,"NG,CO,PR,BS",https://rms01.realme.net/sw/RMX3930export_14_A.34_2024122004085200.zip
realme C61,24737,RMX3930,RMX3930export_14_A.32_2024121119203600.zip,"EG,LY,MA,IQ,DZ,TR,UZ",https://rms01.realme.net/sw/RMX3930export_14_A.32_2024121119203600.zip
realme C61,24662,RMX3930,RMX3930export_14_A.30_2024112120075600.zip,MX,https://rms01.realme.net/sw/RMX3930export_14_A.30_2024112120075600.zip
realme C61,24661/24662,RMX3930,RMX3930export_14_A.27_2024110821304100.zip,"EG,ET,LY,MA,TN,YE,IQ,IL,DZ,CO,RU,KZ,AZ,UA,UZ,MY,PH,TH,VN,PK,BD,ID",https://rms01.realme.net/sw/RMX3930export_14_A.27_2024110821304100.zip
realme C61,24730,RMX3930,RMX3930export_14_A.23_2024101518433300.zip,"CO,PR,BS",https://rms01.realme.net/sw/RMX3930export_14_A.23_2024101518433300.zip
realme C61,24717,RMX3930,RMX3930export_14_A.20_2024092101120400.zip,NG,https://rms01.realme.net/sw/RMX3930export_14_A.20_2024092101120400.zip
realme C61,24661/24662,RMX3930,RMX3930export_14_A.19_2024092200051200.zip,"MX,VN,EG,CO,ET,LY,MA,TN,YE,IQ,IL,DZ,RU,KZ,AZ,UA,UZ,MY,PH,TH,PK,BD",https://rms01.realme.net/sw/RMX3930export_14_A.19_2024092200051200.zip
realme C61,24737,RMX3930,RMX3930export_14_A.18_2024091309094000.zip,"EG,LY,MA,TN,IQ,DZ,TR,UZ",https://rms01.realme.net/sw/RMX3930export_14_A.18_2024091309094000.zip
realme C61,24661/24662,RMX3930,RMX3930export_14_A.17_2024091523330200.zip,"AE,EG,MA,ZA,SA,IQ,DZ,BR,PH",https://rms01.realme.net/sw/RMX3930export_14_A.17_2024091523330200.zip
realme 13 Pro+ 5G,23716,RMX3921,RMX3921export_11_15.0.0.700EX01_2025041518310000.zip,"JO,HN,LT,PY,UA,BO,LY,MA,BR,SG,KH,GE,EC,MM,IL,UZ,CL,IQ,MX,AM,MY,KZ,CO,CR,ET,PE,LB,PH,AZ,TN,LK",https://rms01.realme.net/sw/RMX3921export_11_15.0.0.700EX01_2025041518310000.zip
realme 13 Pro+ 5G,23715,RMX3921,RMX3921export_11_15.0.0.700EX01_2025041518300242.zip,"IN,NP",https://rms01.realme.net/sw/RMX3921export_11_15.0.0.700EX01_2025041518300242.zip
realme 13 Pro+ 5G,23716,RMX3921,RMX3921export_11_14.1.0.940%28EX01%29_2025031112140184.zip,TW,https://rms01.realme.net/sw/RMX3921export_11_14.1.0.940%28EX01%29_2025031112140184.zip
realme 13 Pro+ 5G,23716,RMX3921,RMX3921export_11_14.1.0.407EX01_2024082217040000.zip,"SG,MY,LK,MM,KH,PH",https://rms01.realme.net/sw/RMX3921export_11_14.1.0.407EX01_2024082217040000.zip
realme 13 Pro+ 5G,23716,RMX3921,RMX3921export_11_14.1.0.406%28EX01%29_2024080903500184.zip,ID,https://rms01.realme.net/sw/RMX3921export_11_14.1.0.406%28EX01%29_2024080903500184.zip
realme 13 Pro+ 5G,23716,RMX3921,RMX3921export_11_14.1.0.330%28EX01%29_2024071201510000.zip,"MM,PH,KH",https://rms01.realme.net/sw/RMX3921export_11_14.1.0.330%28EX01%29_2024071201510000.zip
realme C65,23704,RMX3910,RMX3910GDPR_11_15.0.0.800EX01_2025042423400165.zip,"EU,TR",https://rms01.realme.net/sw/RMX3910GDPR_11_15.0.0.800EX01_2025042423400165.zip
realme C65,23704,RMX3910,RMX3910export_11_15.0.0.800EX01_2025042423420000.zip,"RU,HN,BH,LT,UA,PY,BO,SA,QA,BR,UG,BY,KE,ID,EC,GE,OM,IL,AE,UZ,IQ,CL,MX,CO,AM,KW,MY,KZ,AR,PE,AZ,NG",https://rms01.realme.net/sw/RMX3910export_11_15.0.0.800EX01_2025042423420000.zip
realme C65,23704,RMX3910,RMX3910export_11_14.0.1.1405EX01_2025011618010000.zip,"AE,BH,HN,CO,MX,KW,MY,SA,BR,QA,UG,AR,PE,NG,KE,ID,OM,EC",https://rms01.realme.net/sw/RMX3910export_11_14.0.1.1405EX01_2025011618010000.zip
realme C65,23704,RMX3910,RMX3910export_11_14.0.1.1405%28EX01%29_2025011618010000.zip,"QA,UG,AE,BH,NG,KE,KW,SA,OM",https://rms01.realme.net/sw/RMX3910export_11_14.0.1.1405%28EX01%29_2025011618010000.zip
realme C65,23704,RMX3910,RMX3910export_11_14.0.1.1402EX01_2025010718230000.zip,"AR,RU,BH,LT,UA,BO,BR,SA,QA,BY,UG,KE,ID,GE,OM,EC,IL,AE,UZ,CL,IQ,MX,AM,CO,KW,MY,KZ,AZ,PE,NG",https://rms01.realme.net/sw/RMX3910export_11_14.0.1.1402EX01_2025010718230000.zip
realme C65,23704,RMX3910,RMX3910export_11_14.0.1.1302EX01_2024112013300213.zip,RU，BH，HN，UA，LT，BO，SA，UG，QA，BR，ID，BY，KE，OM，GE，EC，UZ，AE，IL，CL，MX，KW，AM，CO，MY，NG，AZ，KZ，CR，PE,https://rms01.realme.net/sw/RMX3910export_11_14.0.1.1302EX01_2024112013300213.zip
realme C65,24777,RMX3910,RMX391024777export_11_14.0.1.1503EX01_2025031113340156.zip,EG,https://rms01.realme.net/sw/RMX391024777export_11_14.0.1.1503EX01_2025031113340156.zip
realme C65,23703,RMX3910,RMX391023703export_11_15.0.0.800EX01_2025042423410000.zip,"EG,BD,AF,ZA,IQ,YE,LY,ET,MA,THDZ,VN,PH,TN,PK",https://rms01.realme.net/sw/RMX391023703export_11_15.0.0.800EX01_2025042423410000.zip
realme C65,23703,RMX3910,RMX391023703export_11_14.0.1.1404EX01_2025011615420185.zip,"TH,PH,VN",https://rms01.realme.net/sw/RMX391023703export_11_14.0.1.1404EX01_2025011615420185.zip
realme C65,23703,RMX3910,RMX391023703export_11_14.0.1.1404%28EX01%29_2025011615420185.zip,"MA,EG,IQ,AF,TN,LY,YE,ET",https://rms01.realme.net/sw/RMX391023703export_11_14.0.1.1404%28EX01%29_2025011615420185.zip
realme C65,23703,RMX3910,RMX391023703export_11_14.0.1.1402EX01_2025010718250000.zip,"BD,EG,AF,ZA,LY,IQ,YE,MA,ET,TH,DZ,VN,PH,TN,PK",https://rms01.realme.net/sw/RMX391023703export_11_14.0.1.1402EX01_2025010718250000.zip
realme C67,23699,RMX3890,RMX3890GDPR_14.A.42_20250427184606.zip,"DE,BE,PT,SI,SE,FI,PL,GR,CZ,IT,RO,HR,ES,FR,AT,NL,TR",https://rms01.realme.net/sw/RMX3890GDPR_14.A.42_20250427184606.zip
realme C67,23697,RMX3890,RMX3890export_14.A.42_20250427184633.zip,"EG,ET,LY,MA,TN,YE,IQ,DZ,PH,TH,VN,PK,BD",https://rms01.realme.net/sw/RMX3890export_14.A.42_20250427184633.zip
realme C67,23699,RMX3890,RMX3890export_14.A.42_20250427184557.zip,"AE,KE,ZA,NG,SA,BO,CL,PE,MX,BR,CO,RU,KZ,AZ,GE,UA,BY,UZ,MY,ID",https://rms01.realme.net/sw/RMX3890export_14.A.42_20250427184557.zip
realme 12 4G,24676,RMX3871,RMX3871GDPR_11_14.0.1.528EX01_2024110712500209.zip,EU,https://rms01.realme.net/sw/RMX3871GDPR_11_14.0.1.528EX01_2024110712500209.zip
realme 12 4G,24675,RMX3871,RMX3871export_11_14.0.1.528EX01_2024110712510000.zip,"AR,PE,HN,PY,CO,EC,CR",https://rms01.realme.net/sw/RMX3871export_11_14.0.1.528EX01_2024110712510000.zip
realme 12 4G,24676,RMX3871,RMX3871export_11_14.0.1.527EX01_2024101220140000.zip,"BD,RU,JO,BH,UA,YE,LY,SA,QA,MA,DZ,BY,KE,ID,GE,OM,EG,IL,AE,UZ,ZA,IQ,AM,KW,KZ,ET,PH,VN,AZ,NG,TN,PK",https://rms01.realme.net/sw/RMX3871export_11_14.0.1.527EX01_2024101220140000.zip
realme 13 4G,24676,RMX3871YS,RMX3871export_11_14.0.1.524%28SP01EX01M001%29_2024082111040110.zip,ID,https://rms01.realme.net/sw/RMX3871export_11_14.0.1.524%28SP01EX01M001%29_2024082111040110.zip
realme 12 4G,24676,RMX3871,RMX3871export_11_14.0.1.523%28EX01%29_2024081323200000.zip,EG，BD，RU，IL，UZ，JO，ZA，AM，IQ，YE，UA，LY，KZ，ET，MA，DZ，BY，VN，PH，TN，AZ，PK，GE,https://rms01.realme.net/sw/RMX3871export_11_14.0.1.523%28EX01%29_2024081323200000.zip
realme 12,24675,RMX3871,RMX3871export_11_14.0.1.510%28EX01%29_2024061922400000.zip,PE,https://rms01.realme.net/sw/RMX3871export_11_14.0.1.510%28EX01%29_2024061922400000.zip
realme 12+ 5G,23687,RMX3867,RMX3867GDPR_11_15.0.0.600EX01_2025041210260000.zip,"EU,TR",https://rms01.realme.net/sw/RMX3867GDPR_11_15.0.0.600EX01_2025041210260000.zip
realme 12+ 5G,23686,RMX3867,RMX3867export_11_A.24_2024080202050225.zip,"IN,NP",https://rms01.realme.net/sw/RMX3867export_11_A.24_2024080202050225.zip
realme 12+ 5G,23687,RMX3867,RMX3867export_11_15.0.0.600EX01_2025041210280000.zip,"HN,TW,PY,UA,YE,LY,QA,UG,MA,DZ,EC,ID,MM,IL,EG,UZ,AE,AF,ZA,MX,IQ,AM,MY,ET,VN,ZM,AZ,NG,RU,BO,BH,SA,BR,SG,BY,KE,GE,KH,OM,CL,CO,KZ,KW,CR,PE,TH,PH,TN,LK,PK",https://rms01.realme.net/sw/RMX3867export_11_15.0.0.600EX01_2025041210280000.zip
realme 12+ 5G,23686,RMX3867,RMX3867export_11_15.0.0.600EX01_2025041210270000.zip,"IN,NP",https://rms01.realme.net/sw/RMX3867export_11_15.0.0.600EX01_2025041210270000.zip
realme 12+ 5G,23687,RMX3867,RMX3867export_11_14.0.0.519EX01_2025030421050159.zip,MX,https://rms01.realme.net/sw/RMX3867export_11_14.0.0.519EX01_2025030421050159.zip
realme 12+ 5G,23687,RMX3867,RMX3867export_11_14.0.0.517EX01_2025011522380216.zip,"RU,BH,HN,UA,PY,BO,YE,LY,SA,BR,QA,MA,UG,BY,DZ,KE,GE,EC,OM,EG,IL,AE,UZ,AF,ZA,IQ,CL,AM,CO,KW,KZ,ET,CR,ZM,AZ,PE,NG,TN,PK",https://rms01.realme.net/sw/RMX3867export_11_14.0.0.517EX01_2025011522380216.zip
realme 12+ 5G,23686,RMX3867,RMX3867export_11_14.0.0.516EX01_2025020720300184.zip,"IN,NP",https://rms01.realme.net/sw/RMX3867export_11_14.0.0.516EX01_2025020720300184.zip
realme GT 6T,24687,RMX3853,RMX3853GDPR_11_15.0.0.710EX01_2025042215120193.zip,EU，TR,https://rms01.realme.net/sw/RMX3853GDPR_11_15.0.0.710EX01_2025042215120193.zip
realme GT 6T,24687,RMX3853,RMX3853export_11_15.0.0.620EX01_2025030419520196.zip,"NP,RU,JO,PS,HN,BH,LT,UA,YE,BO,LY,QA,SA,UG,MA,DZ,BY,KE,OM,GE,EC,EG,IL,AE,IN,UZ,IQ,CL,MX,MY,AM,CO,KW,KZ,CR,TH,PE,LB,AZ,TN",https://rms01.realme.net/sw/RMX3853export_11_15.0.0.620EX01_2025030419520196.zip
realme GT 6T,24687,RMX3853,RMX3853export_11_15.0.0.470EX01_2025011817340170.zip,"AE,HN,BH,MX,CO,KW,SA,CR,BR,QA,UG,PE,KE,EC,OM,TH,MY",https://rms01.realme.net/sw/RMX3853export_11_15.0.0.470EX01_2025011817340170.zip
realme GT 6,23718,RMX3851,RMX3851GDPR_11_15.0.0.710EX01_2025042215120000.zip,"EU,TR",https://rms01.realme.net/sw/RMX3851GDPR_11_15.0.0.710EX01_2025042215120000.zip
realme GT 6,23718,RMX3851,RMX3851export_11_15.0.0.710EX01_2025042215110155.zip,"NP,RU,PS,JO,BH,HN,LT,UA,YE,BO,LY,SA,BR,UG,QA,SG,MA,DZ,BY,KE,ID,GE,EC,OM,EG,IL,AE,IN,UZ,ZA,IQ,CL,MX,MY,AM,CO,KW,KZ,CR,TH,PE,LB,PH,TN,AZ,LK,TW",https://rms01.realme.net/sw/RMX3851export_11_15.0.0.710EX01_2025042215110155.zip
realme GT 6,23718,RMX3851,RMX3851export_11_15.0.0.470EX01_2025011817300187.zip,"TH,SG,PH,ID,MY,LK",https://rms01.realme.net/sw/RMX3851export_11_15.0.0.470EX01_2025011817300187.zip
realme GT 6,23718,RMX3851,RMX3851export_11_15.0.0.450EX01_2025010616460205.zip,"IN,NP",https://rms01.realme.net/sw/RMX3851export_11_15.0.0.450EX01_2025010616460205.zip
realme GT 6,23718,RMX3851,RMX3851export_11_15.0.0.430EX01_2025010115480102.zip,"NP,TW,RU,JO,PS,BH,HN,UA,LT,YE,LY,SA,BR,SG,QA,MA,DZ,BY,ID,EC,OM,GE,EG,AE,IL,UZ,IN,MX,IQ,MY,AM,CO,KW,KZ,TH,PE,LB,PH,TN,AZ,LK",https://rms01.realme.net/sw/RMX3851export_11_15.0.0.430EX01_2025010115480102.zip
realme GT 6,23718,RMX3851,RMX3851export_11_14.0.1.615EX01_2025011522500230.zip,"NP,TW,RU,JO,PS,BH,HN,UA,LT,YE,LY,SA,BR,SG,QA,MA,DZ,BY,ID,EC,OM,GE,EG,AE,IL,UZ,IN,MX,IQ,MY,AM,CO,KW,KZ,TH,PE,LB,PH,TN,AZ,LK",https://rms01.realme.net/sw/RMX3851export_11_14.0.1.615EX01_2025011522500230.zip
realme P1 Pro 5G,23688,RMX3844,RMX3844export_11_A.24_2024080712330115.zip,IQ,https://rms01.realme.net/sw/RMX3844export_11_A.24_2024080712330115.zip
realme P1 Pro 5G,23688,RMX3844,RMX3844export_11_15.0.0.702EX01_2025051417340000.zip,"IN,IQ",https://rms01.realme.net/sw/RMX3844export_11_15.0.0.702EX01_2025051417340000.zip
realme 12 Pro 5G,23685,RMX3842,RMX3842GDPR_11_15.0.0.702EX01_2025051417320204.zip,"EU,TR",https://rms01.realme.net/sw/RMX3842GDPR_11_15.0.0.702EX01_2025051417320204.zip
realme 12 Pro 5G,23685,RMX3842,RMX3842export_11_15.0.0.702EX01_2025051417350000.zip,LT、BH、RU、LY、YE、UA、UG、SA、QA、MA、DZ、BY、KE、OM、GE、EG、IL、AE、UZ、AF、IQ、KW、AM、KZ、ET、ZM、NG、AZ、TN,https://rms01.realme.net/sw/RMX3842export_11_15.0.0.702EX01_2025051417350000.zip
realme 12 Pro 5G,23684,RMX3842,RMX3842export_11_15.0.0.702EX01_2025051417330000.zip,NP、IN,https://rms01.realme.net/sw/RMX3842export_11_15.0.0.702EX01_2025051417330000.zip
realme 12 Pro 5G,23685,RMX3842,RMX3842export_11_14.0.0.1501EX01_2024101018260000.zip,"RU,BH,LT,PY,UA,YE,BO,LY,SA,QA,MA,DZ,GE,OM,EG,IL,AE,UZ,AF,ZA,IQ,CL,KW,MY,KZ,ET,ZM,TH,AZ,TN",https://rms01.realme.net/sw/RMX3842export_11_14.0.0.1501EX01_2024101018260000.zip
realme 12 Pro+ 5G,23683,RMX3840,RMX3840GDPR_11_15.0.0.702EX01_2025051417330000.zip,"EU,TR",https://rms01.realme.net/sw/RMX3840GDPR_11_15.0.0.702EX01_2025051417330000.zip
realme 12 Pro+ 5G,23683,RMX3840,RMX3840export_11_A.66_2024071723410000.zip,"TW、RU、HN、BH、LT、PY、YE、UA、BO、LY、SA、BR、QA、UG、SG、MA、DZ、BY、KE、ID、KH、EC、OM、GE、MM、EG、IL、AE、AF、UZ、ZA、IQ、CL、MX、	
MY、AM、KW、CO、CR、ET、KZ、ZM、TH、PE、PH、NG、AZ、TN、LK",https://rms01.realme.net/sw/RMX3840export_11_A.66_2024071723410000.zip
realme 12 Pro+ 5G,23682,RMX3840,RMX3840export_11_A.57_2024051001170000.zip,NP、IN,https://rms01.realme.net/sw/RMX3840export_11_A.57_2024051001170000.zip
realme 12 Pro+ 5G,23682,RMX3840,RMX3840export_11_15.0.0.702EX01_2025051417340000.zip,NP、IN,https://rms01.realme.net/sw/RMX3840export_11_15.0.0.702EX01_2025051417340000.zip
realme 12 Pro+ 5G,23683,RMX3840,RMX3840export_11_15.0.0.702EX01_2025051417320206.zip,"TW,RU,HN,BH,LT,PY,YE,UA,BO,LY,SA,BR,QA,UG,MA,SG,DZ,BY,KE,ID,KH,GE,EC,OM,MM,EG,IL,AE,AF,UZ,ZA,IQ,CL,MX,AM,CO,KW,MY,ET,KZ,CR,ZM,TH,PE,PH,VN,AZ,NG,TN,LK",https://rms01.realme.net/sw/RMX3840export_11_15.0.0.702EX01_2025051417320206.zip
realme Note 50,23711/23712/23713,RMX3834,RMX3834GDPR_14_C.73_20250217091923.zip,"GB,DE,BE,CH,PT,IE,SI,SE,FI,PL,GR,CZ,IT,MK,BG,HU,RO,HR,ES,FR,AT,RS,NL,TR",https://rms01.realme.net/sw/RMX3834GDPR_14_C.73_20250217091923.zip
realme Note 50,23711/23712/23713,RMX3834,RMX3834GDPR_13_A.66_2024091120141300.zip,"DE,BE,CH,PT,SI,SE,FI,PL,GR,CZ,IT,BG,HU,RO,HR,ES,FR,AT,NL,TR,SK,LU,NO,DK,CY",https://rms01.realme.net/sw/RMX3834GDPR_13_A.66_2024091120141300.zip
realme Note 50,23711/23712/23713,RMX3834,RMX3834export_14_C.73_20250217091945.zip,"AE,EG,KE,LY,MA,ZA,SA,TN,UG,YE,IQ,IL,ZM,IN,NP,BR,RU,BY,LK,MY,MM,AU,PH,SG,TH,VN,KH,TW,PK,BD,ID",https://rms01.realme.net/sw/RMX3834export_14_C.73_20250217091945.zip
realme Note 50,23711/23712/23713,RMX3834,RMX3834export_14_C.65_20241113145436.zip,"AE,EG,KE,LY,MA,ZA,SA,IQ,IL,IN,NP,BR,RU,BY,MY,MM,PH,SG,TH,VN,KH,TW,PK,BD,ID",https://rms01.realme.net/sw/RMX3834export_14_C.65_20241113145436.zip
realme Note 50,23711/23712/23713,RMX3834,RMX3834export_13_A.85_2025010313003900.zip,NG,https://rms01.realme.net/sw/RMX3834export_13_A.85_2025010313003900.zip
realme Note 50,23711/23712/23713,RMX3834,RMX3834export_13_A.77_2024112816521700.zip,"RU,MY,PH,TH,VN,PK,BD,ID",https://rms01.realme.net/sw/RMX3834export_13_A.77_2024112816521700.zip
realme Note 50,23714,RMX3834,RMX3834export_13_A.67_2024101017175000.zip,"CO,PR,BS",https://rms01.realme.net/sw/RMX3834export_13_A.67_2024101017175000.zip
realme Note 50,23711/23712/23713,RMX3834,RMX3834export_13_A.65_2024091120135500.zip,"MX,BR,CO,RU,MY,PH,TH,VN,PK,BD,ID",https://rms01.realme.net/sw/RMX3834export_13_A.65_2024091120135500.zip
realme Note 50,23711/23712/23713,RMX3834,RMX3834export_13_A.61_2024072218200500.zip,"MX,TW,BR,CO,RU,MY,PH,TH,VN,PK,BD,ID,AE,EG,KE,SA,IQ",https://rms01.realme.net/sw/RMX3834export_13_A.61_2024072218200500.zip
realme Note 50,23711/23712/23713,RMX3834,RMX3834export_13_A.53_2024070622493800.zip,"CO,VN,AE,EG,IQ,BR,MY,PH,TH",https://rms01.realme.net/sw/RMX3834export_13_A.53_2024070622493800.zip
realme Note 50,23713,RMX3834,RMX3834export_13_A.49_2024060611131000.zip,"TW、MX、BR、CO、AE,EG,IQ,RU,MY,MM,PH,TH,KH,PK,BD",https://rms01.realme.net/sw/RMX3834export_13_A.49_2024060611131000.zip
realme Note 50,23711/23712/23713,RMX3834,RMX3834export_13_A.33_2024042523185000.zip,"PK,BD,ID",https://rms01.realme.net/sw/RMX3834export_13_A.33_2024042523185000.zip
realme C51,22716/22717/22718,RMX3830,RMX3830GDPR_14_C.73_20250217080833.zip,"GB,BA,DE,BE,CH,PT,IE,SI,SE,FI,PL,GR,CZ,IT,MK,BG,HU,RO,HR,ES,FR,AT,RS,NL,TR",https://rms01.realme.net/sw/RMX3830GDPR_14_C.73_20250217080833.zip
realme C51,22716/22717/22718,RMX3830,RMX3830GDPR_14_C.65_20241113145059.zip,"GB,BA,DE,BE,CH,PT,IE,SI,SE,FI,PL,GR,CZ,IT,MK,BG,HU,RO,HR,ES,FR,AT,RS,NL,TR,SK,LU,NO,DK,CY",https://rms01.realme.net/sw/RMX3830GDPR_14_C.65_20241113145059.zip
realme C51,22716/22717/22718,RMX3830,RMX3830export_14_C.73_20250217091655.zip,"AE,EG,ZA,SA,YE,IQ,IL,ZM,IN,NP,RU,BY,LK,MY,MM,AU,PH,SG,TH,VN,KH,TW,PK,BD,ID",https://rms01.realme.net/sw/RMX3830export_14_C.73_20250217091655.zip
realme 11x 5G,23671,RMX3785,RMX3785export_11_15.0.0.940EX01_2025051914240000.zip,"BR,TW,AE,TH,PY,MY,EC,SA",https://rms01.realme.net/sw/RMX3785export_11_15.0.0.940EX01_2025051914240000.zip
realme 11x 5G,23670,RMX3785,RMX3785export_11_15.0.0.940EX01_2025051914220000.zip,IN、NP,https://rms01.realme.net/sw/RMX3785export_11_15.0.0.940EX01_2025051914220000.zip
realme 11x 5G,23671,RMX3785,RMX3785export_11_14.0.0.315EX01_2025012010530000.zip,"AE,SA",https://rms01.realme.net/sw/RMX3785export_11_14.0.0.315EX01_2025012010530000.zip
realme 11 5G,23661,RMX3780,RMX3780GDPR_11_15.0.0.940EX01_2025051914260000.zip,EU,https://rms01.realme.net/sw/RMX3780GDPR_11_15.0.0.940EX01_2025051914260000.zip
realme 11 5G,23661,RMX3780,RMX3780export_11_A.57_2024040817230110.zip,"BR,HN,PE,PY,MX,CO",https://rms01.realme.net/sw/RMX3780export_11_A.57_2024040817230110.zip
realme 11 5G,23661,RMX3780MXTCRE,RMX3780export_11_A.51_2024010314170000.zip,TW、EG、IL、AE、HN、PY、MX、CO、MY、SA、BR、PE、TH、DZ、MX,https://rms01.realme.net/sw/RMX3780export_11_A.51_2024010314170000.zip
realme 11 5G(Carrier version),23661,RMX3780MXTCRE,RMX3780export_11_A.25_2023072915520000.zip,MX,https://rms01.realme.net/sw/RMX3780export_11_A.25_2023072915520000.zip
realme 11 5G,23660,RMX3780,RMX3780export_11_15.0.0.940EX01_2025051914250000.zip,"IN,NP",https://rms01.realme.net/sw/RMX3780export_11_15.0.0.940EX01_2025051914250000.zip
realme 11 5G,23661,RMX3780,RMX3780export_11_15.0.0.940EX01_2025051914210000.zip,"EG,TW,IL,AE,PY,HN,CO,MX,MY,SA,BR,TH,PE,DZ",https://rms01.realme.net/sw/RMX3780export_11_15.0.0.940EX01_2025051914210000.zip
realme 11 Pro 5G,22713,RMX3771,RMX3771GDPR_11_15.0.0.700EX01_2025051419100000.zip,"EU,TR",https://rms01.realme.net/sw/RMX3771GDPR_11_15.0.0.700EX01_2025051419100000.zip
realme 11 Pro 5G,22713,RMX3771,RMX3771export_11_15.0.0.700EX01_2025051419080000.zip,"TW,RU,JO,TW,BH,UA,YE,LY,SA,MA,QA,SG,DZ,BY,KE,ID,OM,KG,GE,MN,IL,AE,UZ,ZA,IQ,AM,MY,KW,KZ,TH,TJ,PH,VN,AZ,TM,TN",https://rms01.realme.net/sw/RMX3771export_11_15.0.0.700EX01_2025051419080000.zip
realme C51s,23633,RMX3765,RMX3765export_14_C.73_20250217092029.zip,ID,https://rms01.realme.net/sw/RMX3765export_14_C.73_20250217092029.zip
realme C53,22734,RMX3762,RMX3762export_14_C.73_20250217091858.zip,"IN,NP",https://rms01.realme.net/sw/RMX3762export_14_C.73_20250217091858.zip
realme narzo N53,22726,RMX3761,RMX3761export_14_C.73_20250217091834.zip,"IN,NP",https://rms01.realme.net/sw/RMX3761export_14_C.73_20250217091834.zip
realme C53,22722/22723/22724,RMX3760,RMX3760GDPR_14_C.73_20250217091807.zip,"GB,BA,DE,BE,CH,PT,IE,SI,SE,FI,PL,GR,CZ,IT,MK,BG,HU,RO,HR,ES,FR,AT,RS,UA,TR",https://rms01.realme.net/sw/RMX3760GDPR_14_C.73_20250217091807.zip
realme C53,22722/22723/22724,RMX3760,RMX3760GDPR_14_C.65_20241113145234.zip,"GB,BA,DE,BE,CH,PT,IE,SI,SE,FI,PL,GR,CZ,IT,MK,BG,HU,RO,HR,ES,FR,AT,RS,NL,TR,SK,LU,NO,DK,CY",https://rms01.realme.net/sw/RMX3760GDPR_14_C.65_20241113145234.zip
